"","Entity","Date","Total.tests","Total.confirmed.cases.of.COVID.19..cases.","PopTotal","Code","PerCapita.Testing","PerCapita.Infection","COVID.Positive"
"3261","Saint Kitts and Nevis",2020-04-14,NA,12,53192,"KNA",NA,0.000225597834260791,NA
"3262","Saint Kitts and Nevis",2020-03-31,NA,7,53192,"KNA",NA,0.000131598736652128,NA
"3263","Saint Kitts and Nevis",2020-04-10,NA,11,53192,"KNA",NA,0.000206798014739059,NA
"3264","Saint Kitts and Nevis",2020-04-04,NA,9,53192,"KNA",NA,0.000169198375695593,NA
"3265","Saint Kitts and Nevis",2020-04-13,NA,12,53192,"KNA",NA,0.000225597834260791,NA
"3266","Saint Kitts and Nevis",2020-04-09,NA,11,53192,"KNA",NA,0.000206798014739059,NA
"3267","Saint Kitts and Nevis",2020-04-21,NA,15,53192,"KNA",NA,0.000281997292825989,NA
"3268","Saint Kitts and Nevis",2020-04-08,NA,11,53192,"KNA",NA,0.000206798014739059,NA
"3269","Saint Kitts and Nevis",2020-04-03,NA,8,53192,"KNA",NA,0.000150398556173861,NA
"3270","Saint Kitts and Nevis",2020-04-02,NA,8,53192,"KNA",NA,0.000150398556173861,NA
"3271","Saint Kitts and Nevis",2020-04-20,NA,15,53192,"KNA",NA,0.000281997292825989,NA
"3272","Saint Kitts and Nevis",2020-04-12,NA,12,53192,"KNA",NA,0.000225597834260791,NA
"3273","Saint Kitts and Nevis",2020-04-07,NA,11,53192,"KNA",NA,0.000206798014739059,NA
"3274","Saint Kitts and Nevis",2020-04-22,NA,15,53192,"KNA",NA,0.000281997292825989,NA
"3275","Saint Kitts and Nevis",2020-04-05,NA,10,53192,"KNA",NA,0.000187998195217326,NA
"3276","Saint Kitts and Nevis",2020-04-06,NA,10,53192,"KNA",NA,0.000187998195217326,NA
"3277","Saint Kitts and Nevis",2020-04-15,NA,14,53192,"KNA",NA,0.000263197473304256,NA
"3278","Saint Kitts and Nevis",2020-04-16,NA,14,53192,"KNA",NA,0.000263197473304256,NA
"3279","Saint Kitts and Nevis",2020-04-19,NA,14,53192,"KNA",NA,0.000263197473304256,NA
"3280","Saint Kitts and Nevis",2020-04-17,NA,14,53192,"KNA",NA,0.000263197473304256,NA
"3281","Saint Kitts and Nevis",2020-04-01,NA,8,53192,"KNA",NA,0.000150398556173861,NA
"3282","Saint Kitts and Nevis",2020-04-18,NA,14,53192,"KNA",NA,0.000263197473304256,NA
"3283","Saint Lucia",2020-04-01,NA,13,183629,"LCA",NA,7.07949180140392e-05,NA
"3284","Saint Lucia",2020-04-03,NA,13,183629,"LCA",NA,7.07949180140392e-05,NA
"3285","Saint Lucia",2020-04-20,NA,15,183629,"LCA",NA,8.16864438623529e-05,NA
"3286","Saint Lucia",2020-04-02,NA,13,183629,"LCA",NA,7.07949180140392e-05,NA
"3287","Saint Lucia",2020-04-04,NA,13,183629,"LCA",NA,7.07949180140392e-05,NA
"3288","Saint Lucia",2020-04-22,NA,15,183629,"LCA",NA,8.16864438623529e-05,NA
"3289","Saint Lucia",2020-04-10,NA,14,183629,"LCA",NA,7.6240680938196e-05,NA
"3290","Saint Lucia",2020-04-18,NA,15,183629,"LCA",NA,8.16864438623529e-05,NA
"3291","Saint Lucia",2020-04-19,NA,15,183629,"LCA",NA,8.16864438623529e-05,NA
"3292","Saint Lucia",2020-04-12,NA,15,183629,"LCA",NA,8.16864438623529e-05,NA
"3293","Saint Lucia",2020-04-13,NA,15,183629,"LCA",NA,8.16864438623529e-05,NA
"3294","Saint Lucia",2020-03-31,NA,9,183629,"LCA",NA,4.90118663174117e-05,NA
"3295","Saint Lucia",2020-04-15,NA,15,183629,"LCA",NA,8.16864438623529e-05,NA
"3296","Saint Lucia",2020-04-16,NA,15,183629,"LCA",NA,8.16864438623529e-05,NA
"3297","Saint Lucia",2020-04-17,NA,15,183629,"LCA",NA,8.16864438623529e-05,NA
"3298","Saint Lucia",2020-04-21,NA,15,183629,"LCA",NA,8.16864438623529e-05,NA
"3299","Saint Lucia",2020-04-07,NA,14,183629,"LCA",NA,7.6240680938196e-05,NA
"3300","Saint Lucia",2020-04-09,NA,14,183629,"LCA",NA,7.6240680938196e-05,NA
"3301","Saint Lucia",2020-04-08,NA,14,183629,"LCA",NA,7.6240680938196e-05,NA
"3302","Saint Lucia",2020-04-06,NA,14,183629,"LCA",NA,7.6240680938196e-05,NA
"3303","Saint Lucia",2020-04-11,NA,15,183629,"LCA",NA,8.16864438623529e-05,NA
"3304","Saint Lucia",2020-04-05,NA,14,183629,"LCA",NA,7.6240680938196e-05,NA
"3305","Saint Lucia",2020-04-14,NA,15,183629,"LCA",NA,8.16864438623529e-05,NA
"3306","Saint Vincent and the Grenadines",2020-04-12,NA,12,110947,"VCT",NA,0.000108159751953636,NA
"3307","Saint Vincent and the Grenadines",2020-03-31,NA,1,110947,"VCT",NA,9.01331266280296e-06,NA
"3308","Saint Vincent and the Grenadines",2020-04-04,NA,7,110947,"VCT",NA,6.30931886396207e-05,NA
"3309","Saint Vincent and the Grenadines",2020-04-06,NA,7,110947,"VCT",NA,6.30931886396207e-05,NA
"3310","Saint Vincent and the Grenadines",2020-04-07,NA,7,110947,"VCT",NA,6.30931886396207e-05,NA
"3311","Saint Vincent and the Grenadines",2020-04-22,NA,12,110947,"VCT",NA,0.000108159751953636,NA
"3312","Saint Vincent and the Grenadines",2020-04-19,NA,12,110947,"VCT",NA,0.000108159751953636,NA
"3313","Saint Vincent and the Grenadines",2020-04-08,NA,8,110947,"VCT",NA,7.21065013024237e-05,NA
"3314","Saint Vincent and the Grenadines",2020-04-09,NA,8,110947,"VCT",NA,7.21065013024237e-05,NA
"3315","Saint Vincent and the Grenadines",2020-04-13,NA,12,110947,"VCT",NA,0.000108159751953636,NA
"3316","Saint Vincent and the Grenadines",2020-04-01,NA,1,110947,"VCT",NA,9.01331266280296e-06,NA
"3317","Saint Vincent and the Grenadines",2020-04-02,NA,2,110947,"VCT",NA,1.80266253256059e-05,NA
"3318","Saint Vincent and the Grenadines",2020-04-05,NA,7,110947,"VCT",NA,6.30931886396207e-05,NA
"3319","Saint Vincent and the Grenadines",2020-04-16,NA,12,110947,"VCT",NA,0.000108159751953636,NA
"3320","Saint Vincent and the Grenadines",2020-04-17,NA,12,110947,"VCT",NA,0.000108159751953636,NA
"3321","Saint Vincent and the Grenadines",2020-04-18,NA,12,110947,"VCT",NA,0.000108159751953636,NA
"3322","Saint Vincent and the Grenadines",2020-04-20,NA,12,110947,"VCT",NA,0.000108159751953636,NA
"3323","Saint Vincent and the Grenadines",2020-04-21,NA,12,110947,"VCT",NA,0.000108159751953636,NA
"3324","Saint Vincent and the Grenadines",2020-04-15,NA,12,110947,"VCT",NA,0.000108159751953636,NA
"3325","Saint Vincent and the Grenadines",2020-04-10,NA,12,110947,"VCT",NA,0.000108159751953636,NA
"3326","Saint Vincent and the Grenadines",2020-04-14,NA,12,110947,"VCT",NA,0.000108159751953636,NA
"3327","Saint Vincent and the Grenadines",2020-04-03,NA,2,110947,"VCT",NA,1.80266253256059e-05,NA
"3328","Saint Vincent and the Grenadines",2020-04-11,NA,12,110947,"VCT",NA,0.000108159751953636,NA
"3329","San Marino",2020-04-11,NA,344,33938,"SMR",NA,0.0101361305910778,NA
"3330","San Marino",2020-04-04,NA,251,33938,"SMR",NA,0.00739583947197831,NA
"3331","San Marino",2020-04-03,NA,245,33938,"SMR",NA,0.00721904649655254,NA
"3332","San Marino",2020-04-15,NA,372,33938,"SMR",NA,0.0109611644763981,NA
"3333","San Marino",2020-04-21,NA,462,33938,"SMR",NA,0.0136130591077848,NA
"3334","San Marino",2020-04-07,NA,277,33938,"SMR",NA,0.00816194236549001,NA
"3335","San Marino",2020-04-02,NA,236,33938,"SMR",NA,0.00695385703341387,NA
"3336","San Marino",2020-04-22,NA,476,33938,"SMR",NA,0.0140255760504449,NA
"3337","San Marino",2020-04-10,NA,333,33938,"SMR",NA,0.00981201013613059,NA
"3338","San Marino",2020-04-12,NA,356,33938,"SMR",NA,0.0104897165419294,NA
"3339","San Marino",2020-04-08,NA,279,33938,"SMR",NA,0.0082208733572986,NA
"3340","San Marino",2020-04-09,NA,308,33938,"SMR",NA,0.00907537273852319,NA
"3341","San Marino",2020-04-20,NA,461,33938,"SMR",NA,0.0135835936118805,NA
"3342","San Marino",2020-04-16,NA,392,33938,"SMR",NA,0.0115504743944841,NA
"3343","San Marino",2020-04-05,NA,259,33938,"SMR",NA,0.00763156343921268,NA
"3344","San Marino",2020-04-14,NA,356,33938,"SMR",NA,0.0104897165419294,NA
"3345","San Marino",2020-04-01,NA,230,33938,"SMR",NA,0.0067770640579881,NA
"3346","San Marino",2020-04-06,NA,266,33938,"SMR",NA,0.00783782191054275,NA
"3347","San Marino",2020-03-31,NA,229,33938,"SMR",NA,0.0067475985620838,NA
"3348","San Marino",2020-04-18,NA,435,33938,"SMR",NA,0.0128174907183688,NA
"3349","San Marino",2020-04-19,NA,455,33938,"SMR",NA,0.0134068006364547,NA
"3350","San Marino",2020-04-17,NA,426,33938,"SMR",NA,0.0125523012552301,NA
"3351","San Marino",2020-04-13,NA,356,33938,"SMR",NA,0.0104897165419294,NA
"3352","Sao Tome and Principe",2020-04-10,NA,4,219161,"STP",NA,1.82514224702388e-05,NA
"3353","Sao Tome and Principe",2020-04-15,NA,4,219161,"STP",NA,1.82514224702388e-05,NA
"3354","Sao Tome and Principe",2020-04-14,NA,4,219161,"STP",NA,1.82514224702388e-05,NA
"3355","Sao Tome and Principe",2020-04-09,NA,4,219161,"STP",NA,1.82514224702388e-05,NA
"3356","Sao Tome and Principe",2020-04-21,NA,4,219161,"STP",NA,1.82514224702388e-05,NA
"3357","Sao Tome and Principe",2020-04-11,NA,4,219161,"STP",NA,1.82514224702388e-05,NA
"3358","Sao Tome and Principe",2020-04-12,NA,4,219161,"STP",NA,1.82514224702388e-05,NA
"3359","Sao Tome and Principe",2020-04-17,NA,4,219161,"STP",NA,1.82514224702388e-05,NA
"3360","Sao Tome and Principe",2020-04-19,NA,4,219161,"STP",NA,1.82514224702388e-05,NA
"3361","Sao Tome and Principe",2020-04-20,NA,4,219161,"STP",NA,1.82514224702388e-05,NA
"3362","Sao Tome and Principe",2020-04-22,NA,4,219161,"STP",NA,1.82514224702388e-05,NA
"3363","Sao Tome and Principe",2020-04-13,NA,4,219161,"STP",NA,1.82514224702388e-05,NA
"3364","Sao Tome and Principe",2020-04-18,NA,4,219161,"STP",NA,1.82514224702388e-05,NA
"3365","Sao Tome and Principe",2020-04-16,NA,4,219161,"STP",NA,1.82514224702388e-05,NA
"3366","Saudi Arabia",2020-04-17,NA,6380,34813867,"SAU",NA,0.000183260308313351,NA
"3367","Saudi Arabia",2020-04-01,NA,1563,34813867,"SAU",NA,4.48959031181454e-05,NA
"3368","Saudi Arabia",2020-04-16,NA,5862,34813867,"SAU",NA,0.000168381179832737,NA
"3369","Saudi Arabia",2020-04-06,NA,2385,34813867,"SAU",NA,6.85071842205866e-05,NA
"3370","Saudi Arabia",2020-04-08,NA,2795,34813867,"SAU",NA,8.02841005855512e-05,NA
"3371","Saudi Arabia",2020-03-31,NA,1453,34813867,"SAU",NA,4.17362426299842e-05,NA
"3372","Saudi Arabia",2020-04-05,NA,2179,34813867,"SAU",NA,6.25900018518483e-05,NA
"3373","Saudi Arabia",2020-04-11,NA,3651,34813867,"SAU",NA,0.000104872004020697,NA
"3374","Saudi Arabia",2020-04-12,NA,4033,34813867,"SAU",NA,0.000115844643170493,NA
"3375","Saudi Arabia",2020-04-04,NA,1885,34813867,"SAU",NA,5.4145091092581e-05,NA
"3376","Saudi Arabia",2020-04-14,NA,4934,34813867,"SAU",NA,0.000141725134987159,NA
"3377","Saudi Arabia",2020-04-15,NA,5369,34813867,"SAU",NA,0.000154220156008524,NA
"3378","Saudi Arabia",2020-04-21,NA,10484,34813867,"SAU",NA,0.000301144368708021,NA
"3379","Saudi Arabia",2020-04-13,NA,4462,34813867,"SAU",NA,0.000128167319074322,NA
"3380","Saudi Arabia",2020-04-18,NA,7142,34813867,"SAU",NA,0.000205148138240432,NA
"3381","Saudi Arabia",2020-04-20,NA,9362,34813867,"SAU",NA,0.000268915831728776,NA
"3382","Saudi Arabia",2020-04-09,NA,2932,34813867,"SAU",NA,8.42193141026247e-05,NA
"3383","Saudi Arabia",2020-04-10,NA,3287,34813867,"SAU",NA,9.44164002235086e-05,NA
"3384","Saudi Arabia",2020-04-07,NA,2523,34813867,"SAU",NA,7.24711219239161e-05,NA
"3385","Saudi Arabia",2020-04-19,NA,8274,34813867,"SAU",NA,0.000237663917082236,NA
"3386","Saudi Arabia",2020-04-02,NA,1720,34813867,"SAU",NA,4.94056003603392e-05,NA
"3387","Saudi Arabia",2020-04-03,NA,1885,34813867,"SAU",NA,5.4145091092581e-05,NA
"3388","Saudi Arabia",2020-04-22,NA,11631,34813867,"SAU",NA,0.000334091010343666,NA
"3389","Senegal",2020-04-08,2347,237,16743930,"SEN",0.000140170198991515,1.41543831107751e-05,9.90295358649789
"3390","Senegal",2020-04-04,1942,207,16743930,"SEN",0.000115982329118672,1.236268904612e-05,9.3816425120773
"3391","Senegal",2020-04-07,2239,226,16743930,"SEN",0.000133720100358757,1.34974286204015e-05,9.9070796460177
"3392","Senegal",2020-04-05,2034,219,16743930,"SEN",0.000121476857583614,1.3079366671982e-05,9.28767123287671
"3393","Senegal",2020-04-06,2129,222,16743930,"SEN",0.000127150555455022,1.32585360784475e-05,9.59009009009009
"3394","Senegal",2020-04-10,2741,250,16743930,"SEN",0.000163701114373985,1.49307838721256e-05,10.964
"3395","Senegal",2020-04-20,5213,367,16743930,"SEN",0.000311336705301563,2.19183907242804e-05,14.2043596730245
"3396","Senegal",2020-04-17,4393,335,16743930,"SEN",0.000262363734200991,2.00072503886483e-05,13.1134328358209
"3397","Senegal",2020-03-31,1290,162,16743930,"SEN",7.70428447801681e-05,9.67514794913739e-06,7.96296296296296
"3398","Senegal",2020-04-02,1612,190,16743930,"SEN",9.62736944074659e-05,1.13473957428155e-05,8.48421052631579
"3399","Senegal",2020-04-03,1765,195,16743930,"SEN",0.000105411334137207,1.1646011420258e-05,9.05128205128205
"3400","Senegal",2020-04-14,3434,291,16743930,"SEN",0.000205089247267517,1.73794324271542e-05,11.8006872852234
"3401","Senegal",2020-04-15,3661,299,16743930,"SEN",0.000218646399023407,1.78572175110622e-05,12.2441471571906
"3402","Senegal",2020-04-18,4619,342,16743930,"SEN",0.000275861162821393,2.04253123370678e-05,13.5058479532164
"3403","Senegal",2020-04-19,4932,350,16743930,"SEN",0.000294554504229294,2.09030974209758e-05,14.0914285714286
"3404","Senegal",2020-04-11,2914,265,16743930,"SEN",0.000174033216813496,1.58266309044531e-05,10.9962264150943
"3405","Senegal",2020-04-21,5679,377,16743930,"SEN",0.000339167686439205,2.25156220791654e-05,15.0636604774536
"3406","Senegal",2020-04-09,2546,244,16743930,"SEN",0.000152055102953727,1.45724450591946e-05,10.4344262295082
"3407","Senegal",2020-04-22,NA,412,16743930,"SEN",NA,2.4605931821263e-05,NA
"3408","Senegal",2020-04-13,3162,280,16743930,"SEN",0.000188844554414645,1.67224779367807e-05,11.2928571428571
"3409","Senegal",2020-04-01,1485,175,16743930,"SEN",8.86888562004261e-05,1.04515487104879e-05,8.48571428571429
"3410","Senegal",2020-04-12,3018,278,16743930,"SEN",0.0001802444229043,1.66030316658037e-05,10.8561151079137
"3411","Senegal",2020-04-16,4096,314,16743930,"SEN",0.000244625962960906,1.87530645433898e-05,13.0445859872611
"3412","Serbia",2020-04-11,16399,3105,8737370,"SRB",0.00187688057161365,0.000355370094204549,5.28148148148148
"3413","Serbia",2020-04-02,5008,1060,8737370,"SRB",0.000573170187367595,0.000121317970968381,4.72452830188679
"3414","Serbia",2020-04-01,4371,900,8737370,"SRB",0.000500264953870558,0.000103005824407116,4.85666666666667
"3415","Serbia",2020-04-20,41812,6318,8737370,"SRB",0.00478542170012258,0.000723100887337952,6.61791706236151
"3416","Serbia",2020-04-10,14240,2867,8737370,"SRB",0.00162978104395259,0.000328130776194667,4.96686431810255
"3417","Serbia",2020-04-22,NA,6890,8737370,"SRB",NA,0.000788566811294474,NA
"3418","Serbia",2020-04-09,12347,2666,8737370,"SRB",0.00141312545994962,0.000305126142077078,4.63128282070518
"3419","Serbia",2020-04-12,18312,3380,8737370,"SRB",0.00209582517393678,0.000386844096106723,5.41775147928994
"3420","Serbia",2020-04-07,9626,2200,8737370,"SRB",0.00110170451749211,0.000251792015217394,4.37545454545455
"3421","Serbia",2020-04-08,10761,2447,8737370,"SRB",0.00123160630716108,0.000280061391471347,4.39762975071516
"3422","Serbia",2020-04-15,26278,4465,8737370,"SRB",0.00300754117085576,0.000511023339975301,5.88533034714446
"3423","Serbia",2020-04-16,29472,4873,8737370,"SRB",0.00337309739658501,0.000557719313706527,6.0480197003899
"3424","Serbia",2020-04-14,23398,4054,8737370,"SRB",0.00267792253275299,0.000463984013496052,5.77158362111495
"3425","Serbia",2020-04-21,45355,6630,8737370,"SRB",0.00519092129553859,0.000758809573132419,6.84087481146305
"3426","Serbia",2020-04-19,38701,5994,8737370,"SRB",0.00442936490042198,0.00068601879055139,6.45662328995662
"3427","Serbia",2020-04-05,7360,1624,8737370,"SRB",0.00084235874181819,0.00018586828759684,4.5320197044335
"3428","Serbia",2020-04-06,8552,1908,8737370,"SRB",0.000978784233699614,0.000218372347743085,4.48218029350105
"3429","Serbia",2020-04-17,32566,5318,8737370,"SRB",0.00372720853071348,0.000608649971330046,6.12373072583678
"3430","Serbia",2020-03-31,3561,741,8737370,"SRB",0.000407559711904154,8.48081287618585e-05,4.80566801619433
"3431","Serbia",2020-04-04,6401,1476,8737370,"SRB",0.000732600313366608,0.00016892955202767,4.33672086720867
"3432","Serbia",2020-04-18,36028,5690,8737370,"SRB",0.00412343760193285,0.000651225712084987,6.33181019332162
"3433","Serbia",2020-04-13,20958,3630,8737370,"SRB",0.0023986622976937,0.0004154568251087,5.77355371900826
"3434","Serbia",2020-04-03,5756,1171,8737370,"SRB",0.000658779472541508,0.000134022022645258,4.91545687446627
"3435","Seychelles",2020-04-16,NA,11,98340,"SYC",NA,0.000111856823266219,NA
"3436","Seychelles",2020-04-12,NA,10,98340,"SYC",NA,0.000101688021151108,NA
"3437","Seychelles",2020-04-06,NA,10,98340,"SYC",NA,0.000101688021151108,NA
"3438","Seychelles",2020-04-03,NA,10,98340,"SYC",NA,0.000101688021151108,NA
"3439","Seychelles",2020-04-13,NA,10,98340,"SYC",NA,0.000101688021151108,NA
"3440","Seychelles",2020-04-01,NA,10,98340,"SYC",NA,0.000101688021151108,NA
"3441","Seychelles",2020-04-10,NA,10,98340,"SYC",NA,0.000101688021151108,NA
"3442","Seychelles",2020-04-11,NA,10,98340,"SYC",NA,0.000101688021151108,NA
"3443","Seychelles",2020-04-02,NA,10,98340,"SYC",NA,0.000101688021151108,NA
"3444","Seychelles",2020-04-15,NA,11,98340,"SYC",NA,0.000111856823266219,NA
"3445","Seychelles",2020-04-20,NA,11,98340,"SYC",NA,0.000111856823266219,NA
"3446","Seychelles",2020-04-17,NA,11,98340,"SYC",NA,0.000111856823266219,NA
"3447","Seychelles",2020-04-05,NA,10,98340,"SYC",NA,0.000101688021151108,NA
"3448","Seychelles",2020-04-19,NA,11,98340,"SYC",NA,0.000111856823266219,NA
"3449","Seychelles",2020-04-09,NA,10,98340,"SYC",NA,0.000101688021151108,NA
"3450","Seychelles",2020-04-21,NA,11,98340,"SYC",NA,0.000111856823266219,NA
"3451","Seychelles",2020-04-14,NA,10,98340,"SYC",NA,0.000101688021151108,NA
"3452","Seychelles",2020-03-31,NA,10,98340,"SYC",NA,0.000101688021151108,NA
"3453","Seychelles",2020-04-18,NA,11,98340,"SYC",NA,0.000111856823266219,NA
"3454","Seychelles",2020-04-22,NA,11,98340,"SYC",NA,0.000111856823266219,NA
"3455","Seychelles",2020-04-04,NA,10,98340,"SYC",NA,0.000101688021151108,NA
"3456","Seychelles",2020-04-08,NA,10,98340,"SYC",NA,0.000101688021151108,NA
"3457","Seychelles",2020-04-07,NA,10,98340,"SYC",NA,0.000101688021151108,NA
"3458","Sierra Leone",2020-04-20,NA,35,7976985,"SLE",NA,4.38762264188788e-06,NA
"3459","Sierra Leone",2020-04-18,NA,26,7976985,"SLE",NA,3.25937681968814e-06,NA
"3460","Sierra Leone",2020-04-19,NA,30,7976985,"SLE",NA,3.76081940733247e-06,NA
"3461","Sierra Leone",2020-04-21,NA,43,7976985,"SLE",NA,5.39050781717654e-06,NA
"3462","Sierra Leone",2020-04-06,NA,6,7976985,"SLE",NA,7.52163881466494e-07,NA
"3463","Sierra Leone",2020-04-11,NA,8,7976985,"SLE",NA,1.00288517528866e-06,NA
"3464","Sierra Leone",2020-04-03,NA,2,7976985,"SLE",NA,2.50721293822165e-07,NA
"3465","Sierra Leone",2020-04-04,NA,2,7976985,"SLE",NA,2.50721293822165e-07,NA
"3466","Sierra Leone",2020-04-10,NA,7,7976985,"SLE",NA,8.77524528377576e-07,NA
"3467","Sierra Leone",2020-04-16,NA,13,7976985,"SLE",NA,1.62968840984407e-06,NA
"3468","Sierra Leone",2020-04-02,NA,1,7976985,"SLE",NA,1.25360646911082e-07,NA
"3469","Sierra Leone",2020-04-12,NA,10,7976985,"SLE",NA,1.25360646911082e-06,NA
"3470","Sierra Leone",2020-04-17,NA,15,7976985,"SLE",NA,1.88040970366623e-06,NA
"3471","Sierra Leone",2020-04-05,NA,4,7976985,"SLE",NA,5.01442587644329e-07,NA
"3472","Sierra Leone",2020-04-07,NA,6,7976985,"SLE",NA,7.52163881466494e-07,NA
"3473","Sierra Leone",2020-04-01,NA,1,7976985,"SLE",NA,1.25360646911082e-07,NA
"3474","Sierra Leone",2020-04-09,NA,7,7976985,"SLE",NA,8.77524528377576e-07,NA
"3475","Sierra Leone",2020-04-22,NA,50,7976985,"SLE",NA,6.26803234555412e-06,NA
"3476","Sierra Leone",2020-04-15,NA,11,7976985,"SLE",NA,1.37896711602191e-06,NA
"3477","Sierra Leone",2020-04-14,NA,11,7976985,"SLE",NA,1.37896711602191e-06,NA
"3478","Sierra Leone",2020-04-08,NA,6,7976985,"SLE",NA,7.52163881466494e-07,NA
"3479","Sierra Leone",2020-04-13,NA,10,7976985,"SLE",NA,1.25360646911082e-06,NA
"3480","Singapore",2020-04-06,NA,1309,5850343,"SGP",NA,0.000223747564886366,NA
"3481","Singapore",2020-04-07,47486,1375,5850343,"SGP",0.00811678904980443,0.00023502895471257,34.5352727272727
"3482","Singapore",2020-03-31,NA,844,5850343,"SGP",NA,0.000144265045656297,NA
"3483","Singapore",2020-04-10,NA,1909,5850343,"SGP",NA,0.000326305654215488,NA
"3484","Singapore",2020-04-05,NA,1189,5850343,"SGP",NA,0.000203235947020542,NA
"3485","Singapore",2020-04-08,NA,1481,5850343,"SGP",NA,0.000253147550494048,NA
"3486","Singapore",2020-04-04,NA,1114,5850343,"SGP",NA,0.000190416185854402,NA
"3487","Singapore",2020-04-22,NA,9125,5850343,"SGP",NA,0.00155973760854705,NA
"3488","Singapore",2020-04-12,NA,2299,5850343,"SGP",NA,0.000392968412279417,NA
"3489","Singapore",2020-04-21,NA,6588,5850343,"SGP",NA,0.00112608782083375,NA
"3490","Singapore",2020-04-14,59737,2918,5850343,"SGP",0.0102108543037562,0.000498774174437294,20.471898560658
"3491","Singapore",2020-04-18,NA,5050,5850343,"SGP",NA,0.000863197251853438,NA
"3492","Singapore",2020-04-15,NA,3252,5850343,"SGP",NA,0.000555864844163838,NA
"3493","Singapore",2020-04-13,NA,2532,5850343,"SGP",NA,0.000432795136968892,NA
"3494","Singapore",2020-04-16,NA,3699,5850343,"SGP",NA,0.000632270620714033,NA
"3495","Singapore",2020-04-17,NA,4427,5850343,"SGP",NA,0.000756707769100034,NA
"3496","Singapore",2020-04-01,NA,879,5850343,"SGP",NA,0.000150247600867163,NA
"3497","Singapore",2020-04-19,NA,5992,5850343,"SGP",NA,0.00102421345210016,NA
"3498","Singapore",2020-04-20,NA,6588,5850343,"SGP",NA,0.00112608782083375,NA
"3499","Singapore",2020-04-09,NA,1623,5850343,"SGP",NA,0.000277419631635273,NA
"3500","Singapore",2020-04-11,NA,1909,5850343,"SGP",NA,0.000326305654215488,NA
"3501","Singapore",2020-04-03,NA,1049,5850343,"SGP",NA,0.000179305726177081,NA
"3502","Singapore",2020-04-02,NA,1000,5850343,"SGP",NA,0.000170930148881869,NA
"3503","Sint Maarten (Dutch part)",2020-04-10,NA,50,42882,"SXM",NA,0.00116599039223917,NA
"3504","Sint Maarten (Dutch part)",2020-04-02,NA,16,42882,"SXM",NA,0.000373116925516534,NA
"3505","Sint Maarten (Dutch part)",2020-04-13,NA,50,42882,"SXM",NA,0.00116599039223917,NA
"3506","Sint Maarten (Dutch part)",2020-04-01,NA,6,42882,"SXM",NA,0.0001399188470687,NA
"3507","Sint Maarten (Dutch part)",2020-04-08,NA,40,42882,"SXM",NA,0.000932792313791334,NA
"3508","Sint Maarten (Dutch part)",2020-04-09,NA,40,42882,"SXM",NA,0.000932792313791334,NA
"3509","Sint Maarten (Dutch part)",2020-04-21,NA,68,42882,"SXM",NA,0.00158574693344527,NA
"3510","Sint Maarten (Dutch part)",2020-04-22,NA,68,42882,"SXM",NA,0.00158574693344527,NA
"3511","Sint Maarten (Dutch part)",2020-04-11,NA,50,42882,"SXM",NA,0.00116599039223917,NA
"3512","Sint Maarten (Dutch part)",2020-04-12,NA,50,42882,"SXM",NA,0.00116599039223917,NA
"3513","Sint Maarten (Dutch part)",2020-04-03,NA,23,42882,"SXM",NA,0.000536355580430017,NA
"3514","Sint Maarten (Dutch part)",2020-04-04,NA,23,42882,"SXM",NA,0.000536355580430017,NA
"3515","Sint Maarten (Dutch part)",2020-04-14,NA,52,42882,"SXM",NA,0.00121263000792873,NA
"3516","Sint Maarten (Dutch part)",2020-04-15,NA,52,42882,"SXM",NA,0.00121263000792873,NA
"3517","Sint Maarten (Dutch part)",2020-04-18,NA,57,42882,"SXM",NA,0.00132922904715265,NA
"3518","Sint Maarten (Dutch part)",2020-04-19,NA,64,42882,"SXM",NA,0.00149246770206613,NA
"3519","Sint Maarten (Dutch part)",2020-04-05,NA,23,42882,"SXM",NA,0.000536355580430017,NA
"3520","Sint Maarten (Dutch part)",2020-04-07,NA,25,42882,"SXM",NA,0.000582995196119584,NA
"3521","Sint Maarten (Dutch part)",2020-04-06,NA,25,42882,"SXM",NA,0.000582995196119584,NA
"3522","Sint Maarten (Dutch part)",2020-04-17,NA,57,42882,"SXM",NA,0.00132922904715265,NA
"3523","Sint Maarten (Dutch part)",2020-04-20,NA,67,42882,"SXM",NA,0.00156242712560049,NA
"3524","Sint Maarten (Dutch part)",2020-04-16,NA,57,42882,"SXM",NA,0.00132922904715265,NA
"3525","Slovakia",2020-04-02,11742,400,5459643,"SVK",0.00215069007259266,7.32648636550045e-05,29.355
"3526","Slovakia",2020-04-21,NA,1173,5459643,"SVK",NA,0.000214849212668301,NA
"3527","Slovakia",2020-04-18,44276,1049,5459643,"SVK",0.00810968775797245,0.000192137104935249,42.2078169685415
"3528","Slovakia",2020-03-31,NA,336,5459643,"SVK",NA,6.15424854702038e-05,NA
"3529","Slovakia",2020-04-16,37809,863,5459643,"SVK",0.00692517807483017,0.000158068943335672,43.811123986095
"3530","Slovakia",2020-04-17,40953,977,5459643,"SVK",0.0075010399031585,0.000178949429477349,41.9170931422723
"3531","Slovakia",2020-04-08,21371,581,5459643,"SVK",0.00391435850292776,0.000106417214458894,36.7831325301205
"3532","Slovakia",2020-04-05,NA,471,5459643,"SVK",NA,8.62693769537679e-05,NA
